id_prestamo,fecha,id_libro,generos,formato,perfil_socio,sala,dias_prestamo,renovaciones,dias_retraso,comentario
5369,2026-05-04,L0022,biografia;poesia,Fisico,Adulto,Barrio Sur,14.0,1,3.0,
3991,2026-04-10,L0085,terror;romantica;ensayo,Ebook,Infantil,Barrio Norte,14.0,0,0.0,
1050,09/02/2026,L0062,ciencia ficcion;novela negra,Fisico,Infantil,Central,7.0,0,0.0,Ejemplar algo deteriorado
9899,13/07/2026,L0052,poesia;ensayo,Audiolibro,Adulto,Barrio Sur,7.0,0,0.0,El socio pide renovar otra vez
5426,04/05/2026,L0032,poesia;novela negra,Ebook,Senior,Barrio Sur,30.0,0,0.0,
7998,2026-06-14,L0028,juvenil;novela negra;historica,Fisico,Adulto,Barrio Norte,21.0,0,0.0,
2036,2026-03-02,L0007,historica;novela negra,Audiolibro,Adulto,Barrio Norte,14.0,1,0.0,"Muy solicitado, hay lista de espera"
4040,2026-04-11,L0126,FANTASIA,Fisico,Adulto,Barrio Sur,21.0,0,0.0,
5327,2026-05-03,L0053,biografia;ensayo;novela negra,Fisico,Infantil,Barrio Norte,14.0,1,"7,0 dias",
9425,06/07/2026,L0109,ensayo;poesia;terror,Fisico,Infantil,Barrio Norte,7.0,1,16.0,
1973,01-03-26,L0047,ciencia ficcion;novela negra;romantica,Fisico,Adulto,Central,7.0,1,0.0,
8955,2026-06-29,L0119,novela negra;romantica,Fisico,Adulto,Barrio Sur,14.0,1,10.0,
2100,2026-03-03,L0044,novela negra;historica,Ebook,Infantil,Central,7.0,2,0.0,
1500,19-02-26,L0044,novela negra;historica,Fisico,Adulto,Barrio Sur,21.0,1,0.0,Devuelto en perfecto estado
7583,08-06-26,L0151,historica;novela negra,Fisico,Infantil,Barrio Norte,14.0,0,0.0,
653,2026-01-31,L0023,juvenil;biografia,Fisico,Adulto,Barrio Sur,7.0,0,2.0,
171,2026-01-20,L0069,CIENCIA FICCION;FANTASIA,Audiolibro,Infantil,Central,7.0,0,0.0,
4086,11/04/2026,L0148,historica;fantasia;novela negra,Fisico,,Barrio Norte,21.0,0,,
243,2026-01-22,L0080,ciencia ficcion,Ebook,Infantil,Barrio Sur,7.0,0,0.0,
8574,2026-06-23,L0126,fantasia,Ebook,Adulto,Barrio Sur,14.0,0,"0,0 dias",Devuelto en perfecto estado
4372,2026-04-17,L0121,fantasia;terror,Ebook,Adulto,Barrio Sur,14.0,0,0.0,
7096,2026-06-01,L0200,ciencia ficcion;fantasia;terror,Fisico,Senior,Barrio Norte,14.0,1,0.0,
2757,2026-03-17,L0020,fantasia;novela negra,Fisico,Infantil,Barrio Sur,21.0,0,9.0,
8532,2026-06-23,L0018,biografia;fantasia,Fisico,Adulto,Central,7.0,0,0.0,
8085,2026-06-16,L0011,fantasia,Fisico,Adulto,Barrio Sur,21.0,0,0.0,
2077,03-03-26,L0073,poesia,Ebook,Adulto,Barrio Norte,30.0,1,0.0,
4104,12/04/2026,L0020,fantasia;novela negra,Fisico,Senior,Barrio Norte,7.0,0,0.0,
9632,09-07-26,L0004,poesia;ensayo,Fisico,Infantil,Barrio Sur,14.0,0,0.0,
6368,2026-05-21,L0076,ensayo;terror;poesia,Ebook,Senior,Barrio Norte,7.0,0,0.0,
4935,26-04-26,L0009,historica;ciencia ficcion,Fisico,Senior,Barrio Sur,30.0,0,0.0,
4984,2026-04-27,L0038,poesia;ciencia ficcion,Fisico,Adulto,Central,14.0,0,0.0,El socio pide renovar otra vez
5191,2026-05-01,L0058,biografia;ciencia ficcion,Fisico,Adulto,Central,14.0,0,3.0,
5957,2026-05-14,L0005,poesia,Ebook,Adulto,Barrio Norte,14.0,1,0.0,
4902,26/04/2026,L0024,  novela negra;biografia ,Fisico,Adulto,Barrio Norte,21.0,1,0.0,
9444,2026-07-06,L0010,ensayo;novela negra,Ebook,Infantil,Barrio Sur,14.0,1,0.0,
4823,25/04/2026,L0035,ciencia ficcion,Audiolibro,Adulto,Barrio Norte,14.0,0,0.0,
6708,2026-05-25,L0023,juvenil;biografia,Fisico,Adulto,Central,14.0,0,0.0,
4565,2026-04-20,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Barrio Sur,21.0,0,0.0,
8392,21/06/2026,L0034,novela negra;terror,Fisico,Senior,Barrio Norte,,0,0.0,
4079,2026-04-11,L0020,fantasia;novela negra,Fisico,Senior,Barrio Norte,30.0,1,8.0,Paginas subrayadas a lapiz
641,2026-01-31,L0152,novela negra;ciencia ficcion,Fisico,Adulto,Central,7.0,0,0.0,El socio pide renovar otra vez
1271,14/02/2026,L0043,romantica;fantasia,Fisico,Adulto,Central,21.0,0,13.0,Ejemplar algo deteriorado
2779,2026-03-17,L0011,fantasia,Ebook,Adulto,Central,14.0,1,0.0,"Muy solicitado, hay lista de espera"
1986,01/03/2026,L0010,ensayo;novela negra,Fisico,Adulto,Barrio Norte,30.0,0,0.0,
3862,2026-04-07,L0117,poesia;juvenil,Fisico,Infantil,Barrio Norte,14.0,0,0.0,
3481,2026-03-31,L0010,ensayo;novela negra,Fisico,Adulto,Barrio Sur,21.0,2,1.0,
1535,20-02-26,L0054,terror,Fisico,Adulto,Barrio Norte,14.0,0,0.0,
326,2026-01-24,L0047,ciencia ficcion;novela negra;romantica,Fisico,Senior,Barrio Norte,30.0,0,0.0,
2339,2026-03-08,L0043,romantica;fantasia,Fisico,Adulto,Central,7.0,2,0.0,
3981,10/04/2026,L0121,fantasia;terror,Fisico,Senior,Barrio Sur,21.0,2,0.0,
6999,2026-05-30,L0032,poesia;novela negra,Fisico,Senior,Barrio Norte,21.0,0,,
4055,2026-04-11,L0019,terror,Fisico,Adulto,Central,14.0,1,8.0,
2238,2026-03-06,L0004,poesia;ensayo,Fisico,Adulto,  Barrio Sur ,30.0,0,3.0,El socio pide renovar otra vez
7232,2026-06-03,L0044,novela negra;historica,Fisico,Adulto,barrio sur,14.0,0,24.0,"Muy solicitado, hay lista de espera"
9742,11/07/2026,L0028,juvenil;novela negra;historica,Fisico,,Central,7.0,0,0.0,
4831,25-04-26,L0079,juvenil;historica,Fisico,Adulto,Barrio Sur,,0,0.0,Ejemplar algo deteriorado
865,05-02-26,L0042,ciencia ficcion,Fisico,Senior,Barrio Sur,,0,,
5786,2026-05-11,L0032,POESIA;NOVELA NEGRA,Fisico,Senior,Barrio Sur,7.0,1,1.0,
5607,2026-05-08,L0084,ciencia ficcion;poesia;terror,Ebook,Infantil,Barrio Norte,21.0,0,0.0,
5295,2026-05-02,L0053,biografia;ensayo;novela negra,Fisico,Adulto,Central,30.0,1,2.0,
372,2026-01-25,L0090,fantasia;romantica;ensayo,Ebook,Infantil,Barrio Norte,7.0,1,0.0,
6408,21-05-26,L0011,fantasia,Fisico,Adulto,Barrio Norte,7.0,2,15.0,
5650,2026-05-09,L0106,juvenil;historica;novela negra,Ebook,Infantil,Barrio Sur,21.0,0,0.0,
7049,31/05/2026,L0052,poesia;ensayo,Fisico,Adulto,Barrio Sur,21.0,1,0.0,Devuelto en perfecto estado
6002,15-05-26,L0013,terror;poesia;ensayo,Fisico,Adulto,Barrio Norte,7.0,0,0.0,
9358,05/07/2026,L0047,ciencia ficcion;novela negra;romantica,Fisico,Infantil,Barrio Norte,21.0,0,0.0,
5867,2026-05-12,L0001,historica;biografia,Fisico,Adulto,Barrio Sur,30.0,0,"4,0 dias",
2365,2026-03-09,L0026,romantica;juvenil,Ebook,Adulto,Central,14.0,0,0.0,
3214,26-03-26,L0023,juvenil;biografia,Fisico,Infantil,Central,21.0,0,0.0,
912,06/02/2026,L0023,juvenil;biografia,Fisico,Adulto,Barrio Sur,14.0,0,0.0,
9118,2026-07-02,L0019,terror,Ebook,Adulto,Barrio Sur,7.0,1,0.0,
7224,2026-06-03,L0027,poesia;fantasia;historica,Fisico,Adulto,Barrio Sur,7.0,0,0.0,
6647,2026-05-24,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Central,30.0,0,0.0,
8499,2026-06-22,L0030,fantasia;historica;juvenil,Fisico,Senior,Barrio Norte,30.0,2,6.0,El socio pide renovar otra vez
6793,2026-05-27,L0040,fantasia,Fisico,Adulto,Barrio Norte,14.0,0,,
7305,04/06/2026,L0007,historica;novela negra,Ebook,Senior,Central,7.0,0,0.0,
1424,17/02/2026,L0102,romantica;novela negra;fantasia,Fisico,Senior,Barrio Sur,7.0,0,,
9881,2026-07-13,L0006,biografia;historica;poesia,Fisico,,Barrio Sur,21.0,2,0.0,
480,2026-01-27,L0002,fantasia,Fisico,Adulto,Barrio Norte,14.0,0,2.0,
663,2026-02-01,L0056,ensayo;poesia,Fisico,Senior,Barrio Sur,7.0,0,0.0,
4561,2026-04-20,L0113,romantica;biografia,Fisico,Senior,Central,30.0,0,26.0,
9053,2026-07-01,L0022,biografia;poesia,Fisico,Adulto,Barrio Norte,21.0,1,0.0,
8783,2026-06-27,L0134,romantica;novela negra;biografia,Fisico,Senior,Central,14.0,1,0.0,
2989,2026-03-22,L0100,fantasia,Fisico,Adulto,Barrio Norte,14.0,0,0.0,
1120,2026-02-11,L0002,fantasia,Ebook,Adulto,Central,30.0,0,0.0,
2777,2026-03-17,L0028,juvenil;novela negra;historica,Fisico,Senior,Central,30.0,0,0.0,
5654,09/05/2026,L0008,romantica;juvenil;ensayo,Audiolibro,Adulto,Barrio Norte,7.0,0,"0,0 dias",
5093,2026-04-29,L0036,terror,Fisico,Senior,Barrio Sur,7.0,1,8.0,
9043,01-07-26,L0007,historica;novela negra,Audiolibro,Adulto,Barrio Norte,30.0,2,0.0,
5200,2026-05-01,L0055,poesia,Audiolibro,Adulto,Central,7.0,0,0.0,
4428,18/04/2026,L0032,poesia;novela negra,Fisico,Adulto,Barrio Sur,21.0,0,0.0,
7560,2026-06-07,L0081,poesia;fantasia;historica,Fisico,Senior,Barrio Sur,14.0,0,0.0,
3982,10/04/2026,L0024,novela negra;biografia,Fisico,Infantil,Barrio Norte,14.0,1,"12,0 dias",Le falta la sobrecubierta
6465,2026-05-22,L0032,poesia;novela negra,Ebook,Adulto,Barrio Sur,,1,0.0,
2894,2026-03-20,L0025,fantasia,Fisico,Adulto,Barrio Norte,30.0,0,1.0,
2670,15/03/2026,L0056,ensayo;poesia,Ebook,Senior,Barrio Norte,7.0,1,0.0,Le falta la sobrecubierta
3978,2026-04-10,L0056,ensayo;poesia,Ebook,Adulto,Central,30.0,2,0.0,
5355,2026-05-03,L0185,novela negra;terror;ensayo,Fisico,Senior,Central,7.0,0,0.0,
280,23-01-26,L0146,fantasia;juvenil,Fisico,Adulto,Barrio Norte,14.0,1,0.0,
6850,2026-05-28,L0151,historica;novela negra,Fisico,Adulto,Barrio Sur,14.0,2,0.0,El socio pide renovar otra vez
6214,2026-05-18,L0053,biografia;ensayo;novela negra,Fisico,Adulto,Barrio Norte,21.0,1,0.0,
7144,2026-06-02,L0136,novela negra;ensayo;ciencia ficcion,Fisico,Adulto,Barrio Sur,21.0,0,24.0,Le falta la sobrecubierta
1695,22/02/2026,L0068,historica;romantica;fantasia,Fisico,Infantil,Central,14.0,1,0.0,
8982,30-06-26,L0012,ciencia ficcion;romantica;terror,Fisico,Senior,Barrio Norte,14.0,0,0.0,
3480,31/03/2026,L0046,ciencia ficcion,Fisico,Adulto,Central,7.0,0,0.0,
4417,2026-04-18,L0200,ciencia ficcion;fantasia;terror,Fisico,Senior,Barrio Norte,7.0,2,0.0,Le falta la sobrecubierta
9952,2026-07-14,L0047,ciencia ficcion;novela negra;romantica,Ebook,Adulto,Barrio Norte,14.0,1,0.0,
6310,2026-05-20,L0015,poesia,Ebook,Adulto,Barrio Norte,14.0,1,0.0,
8602,2026-06-24,L0134,romantica;novela negra;biografia,Fisico,Adulto,Barrio Norte,,0,0.0,
8688,25-06-26,L0147,  biografia;ensayo ,Ebook,Adulto,  Barrio Sur ,14.0,1,0.0,Le falta la sobrecubierta
7914,13-06-26,L0052,poesia;ensayo,Ebook,Senior,Barrio Norte,7.0,0,0.0,
4297,2026-04-15,L0102,romantica;novela negra;fantasia,Fisico,Senior,Central,30.0,0,0.0,
5468,2026-05-05,L0034,novela negra;terror,Fisico,Adulto,Barrio Sur,,0,3.0,
4933,26/04/2026,L0113,romantica;biografia,Fisico,Infantil,Barrio Sur,,0,0.0,Ejemplar algo deteriorado
2210,2026-03-06,L0002,fantasia,Audiolibro,Infantil,Barrio Norte,14.0,0,0.0,
5548,2026-05-07,L0105,  juvenil;historica ,Audiolibro,Infantil,Barrio Norte,14.0,2,0.0,
9239,04-07-26,L0088,biografia,Fisico,Infantil,Barrio Sur,30.0,0,8.0,
185,20-01-26,L0090,fantasia;romantica;ensayo,Ebook,Adulto,Barrio Sur,30.0,0,0.0,"Muy solicitado, hay lista de espera"
9997,14-07-26,L0010,ensayo;novela negra,Audiolibro,Adulto,Central,7.0,2,0.0,
5403,04/05/2026,L0034,novela negra;terror,Fisico,Adulto,Central,30.0,0,0.0,
4517,2026-04-19,L0117,poesia;juvenil,Fisico,Adulto,Central,14.0,0,0.0,
2351,2026-03-09,L0037,poesia,Fisico,Adulto,Barrio Sur,30.0,0,3.0,
554,29-01-26,L0148,historica;fantasia;novela negra,Fisico,Adulto,Barrio Norte,21.0,2,0.0,
1398,16/02/2026,L0002,fantasia,Fisico,Adulto,Central,21.0,0,0.0,
1385,2026-02-16,L0010,ensayo;novela negra,Fisico,Infantil,Barrio Norte,21.0,0,19.0,
4830,2026-04-25,L0017,ciencia ficcion;juvenil;novela negra,Fisico,Adulto,Central,7.0,0,7.0,
5153,2026-04-30,L0071,terror,Fisico,Infantil,Central,14.0,0,8.0,
298,2026-01-23,L0050,romantica;ciencia ficcion,Fisico,Senior,Central,7.0,1,6.0,
444,27/01/2026,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Central,21.0,1,0.0,
7466,06-06-26,L0200,ciencia ficcion;fantasia;terror,Fisico,Senior,CENTRAL,7.0,0,12.0,
2078,03/03/2026,L0063,terror;fantasia;poesia,Fisico,Infantil,Central,14.0,0,0.0,
7949,2026-06-13,L0020,fantasia;novela negra,Fisico,Adulto,Barrio Sur,7.0,0,0.0,
2230,2026-03-06,L0090,fantasia;romantica;ensayo,Fisico,Adulto,Barrio Norte,7.0,0,34.0,devuelto en perfecto estado
2843,2026-03-19,L0062,ciencia ficcion;novela negra,Fisico,Adulto,Barrio Sur,30.0,0,0.0,Le falta la sobrecubierta
2538,2026-03-13,L0017,ciencia ficcion;juvenil;novela negra,Ebook,Adulto,Barrio Sur,14.0,2,0.0,
8588,2026-06-24,L0115,biografia,Fisico,Adulto,Barrio Norte,14.0,1,0.0,
8372,2026-06-20,L0023,juvenil;biografia,Fisico,Adulto,Central,7.0,0,0.0,Devuelto en perfecto estado
6558,2026-05-23,L0001,historica;biografia,Fisico,Infantil,Barrio Norte,14.0,0,"8,0 dias",
3368,29/03/2026,L0090,fantasia;romantica;ensayo,Audiolibro,Adulto,Central,7.0,1,0.0,El socio pide renovar otra vez
7657,2026-06-09,L0039,terror;historica;biografia,Fisico,Adulto,Central,7.0,1,"0,0 dias",
2579,2026-03-13,L0034,novela negra;terror,Fisico,Adulto,Barrio Sur,14.0,0,13.0,
1132,2026-02-11,L0128,novela negra;romantica,Ebook,Adulto,Central,14.0,1,,
4907,2026-04-26,L0019,terror,Ebook,Adulto,Central,30.0,0,0.0,
321,2026-01-24,L0146,fantasia;juvenil,Fisico,Adulto,Barrio Norte,14.0,2,0.0,"Muy solicitado, hay lista de espera"
1372,2026-02-16,L0032,poesia;novela negra,Ebook,Senior,Central,21.0,0,0.0,
4043,2026-04-11,L0047,ciencia ficcion;novela negra;romantica,Fisico,Adulto,Central,14.0,0,2.0,
7533,2026-06-07,L0009,historica;ciencia ficcion,Audiolibro,Adulto,Central,30.0,0,0.0,
7709,10-06-26,L0003,biografia;poesia,Ebook,Adulto,  Barrio Norte ,14.0,0,0.0,
908,06/02/2026,L0076,ensayo;terror;poesia,Audiolibro,Adulto,Barrio Norte,7.0,1,0.0,
6067,2026-05-16,L0010,ensayo;novela negra,Fisico,Infantil,Barrio Norte,21.0,0,0.0,
3951,09-04-26,L0020,fantasia;novela negra,Fisico,Adulto,Central,14.0,0,0.0,
6735,26-05-26,L0102,romantica;novela negra;fantasia,Fisico,Adulto,Barrio Sur,14.0,1,3.0,
8956,2026-06-29,L0152,novela negra;ciencia ficcion,Fisico,Adulto,Central,30.0,0,,Ejemplar algo deteriorado
8431,21-06-26,L0011,fantasia,Fisico,Adulto,Central,14.0,0,0.0,
7690,2026-06-09,L0014,historica,Fisico,Infantil,Central,21.0,0,"0,0 dias",Paginas subrayadas a lapiz
6202,18/05/2026,L0127,juvenil,Fisico,Infantil,Central,14.0,0,5.0,Le falta la sobrecubierta
8474,22/06/2026,L0053,biografia;ensayo;novela negra,Fisico,Adulto,Barrio Norte,7.0,0,3.0,
927,2026-02-07,L0019,terror,Audiolibro,Adulto,Central,30.0,1,0.0,"Muy solicitado, hay lista de espera"
6254,2026-05-19,L0028,juvenil;novela negra;historica,Fisico,Adulto,  Barrio Norte ,7.0,1,8.0,
16,2026-01-16,L0038,poesia;ciencia ficcion,Fisico,Adulto,Central,14.0,0,0.0,
144,2026-01-19,L0055,poesia,Fisico,Senior,Barrio Norte,14.0,1,0.0,
2364,09/03/2026,L0011,fantasia,Ebook,Infantil,Central,14.0,0,0.0,
130,19-01-26,L0106,juvenil;historica;novela negra,Audiolibro,Senior,CENTRAL,21.0,0,0.0,
1162,2026-02-12,L0057,romantica,Ebook,Adulto,Central,14.0,0,0.0,
8244,18-06-26,L0191,terror;ciencia ficcion,Fisico,Adulto,Barrio Sur,30.0,1,0.0,
6240,2026-05-18,L0113,ROMANTICA;BIOGRAFIA,Audiolibro,Infantil,Barrio Sur,30.0,0,0.0,
7704,10-06-26,L0022,biografia;poesia,Fisico,Adulto,Central,14.0,0,0.0,
5131,2026-04-30,L0032,poesia;novela negra,Audiolibro,Infantil,Barrio Sur,21.0,0,0.0,
9612,09/07/2026,L0034,novela negra;terror,Audiolibro,Infantil,Barrio Sur,21.0,0,0.0,
1877,2026-02-27,L0005,poesia,Ebook,Adulto,Central,7.0,1,0.0,
2489,12-03-26,L0037,poesia,Fisico,Adulto,Barrio Sur,7.0,0,0.0,
9799,12/07/2026,L0096,juvenil;ensayo;ciencia ficcion,Fisico,Infantil,Barrio Sur,14.0,0,0.0,
9182,2026-07-03,L0007,historica;novela negra,Fisico,Adulto,Barrio Sur,30.0,0,19.0,
1183,12/02/2026,L0013,terror;poesia;ensayo,Fisico,Senior,Central,14.0,0,0.0,
6246,2026-05-18,L0024,novela negra;biografia,Ebook,Adulto,Barrio Norte,21.0,0,0.0,
6272,19-05-26,L0009,historica;ciencia ficcion,Fisico,,Barrio Norte,30.0,1,7.0,
1171,2026-02-12,L0017,ciencia ficcion;juvenil;novela negra,Ebook,Adulto,Central,14.0,0,0.0,
2183,05/03/2026,L0200,ciencia ficcion;fantasia;terror,Ebook,Infantil,  Barrio Sur ,21.0,1,0.0,
3372,29-03-26,L0021,historica;biografia;ciencia ficcion,Ebook,Adulto,Barrio Sur,7.0,0,0.0,
9415,06/07/2026,L0028,juvenil;novela negra;historica,Audiolibro,Adulto,Central,30.0,2,0.0,
1860,2026-02-26,L0175,  biografia;terror ,Fisico,Adulto,Central,14.0,1,0.0,Le falta la sobrecubierta
2679,2026-03-15,L0116,ciencia ficcion,Fisico,Infantil,Barrio Norte,14.0,0,0.0,
4865,2026-04-25,L0080,ciencia ficcion,Ebook,Senior,Central,14.0,0,0.0,
5396,04/05/2026,L0050,romantica;ciencia ficcion,Ebook,Infantil,Barrio Sur,21.0,1,0.0,
9230,04-07-26,L0032,poesia;novela negra,Fisico,Infantil,Barrio Norte,21.0,0,0.0,
4953,2026-04-26,L0097,juvenil;historica;novela negra,Fisico,Senior,Barrio Sur,7.0,0,2.0,
7513,2026-06-07,L0092,ensayo;historica,Fisico,Adulto,Central,21.0,0,12.0,Devuelto en perfecto estado
6976,2026-05-30,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Central,30.0,1,30.0,
3122,2026-03-24,L0011,fantasia,Fisico,Adulto,Central,21.0,1,2.0,
388,25/01/2026,L0148,historica;fantasia;novela negra,Fisico,Infantil,Barrio Norte,21.0,0,0.0,Paginas subrayadas a lapiz
7919,13/06/2026,L0016,historica,Fisico,Adulto,Barrio Sur,21.0,2,13.0,
1033,2026-02-09,L0015,poesia,Ebook,Adulto,Barrio Norte,14.0,1,0.0,
7986,2026-06-14,L0010,ensayo;novela negra,Ebook,Adulto,Barrio Norte,7.0,0,0.0,
7350,2026-06-05,L0063,terror;fantasia;poesia,Fisico,Adulto,Barrio Sur,14.0,0,0.0,
932,07/02/2026,L0041,terror;biografia,Ebook,Adulto,Barrio Sur,21.0,1,0.0,
4020,2026-04-10,L0043,romantica;fantasia,Fisico,Adulto,Barrio Sur,7.0,0,0.0,
692,2026-02-01,L0020,fantasia;novela negra,Fisico,Adulto,Barrio Norte,14.0,1,0.0,
8315,2026-06-20,L0005,poesia,Fisico,,Central,21.0,2,0.0,
6776,26/05/2026,L0117,poesia;juvenil,Fisico,Adulto,Barrio Norte,7.0,1,0.0,
830,2026-02-04,L0013,terror;poesia;ensayo,Fisico,Senior,Barrio Sur,21.0,0,8.0,
3499,2026-04-01,L0155,novela negra;terror;juvenil,Fisico,Adulto,Central,14.0,0,0.0,
2082,2026-03-03,L0099,juvenil;terror;romantica,Fisico,Adulto,Barrio Norte,14.0,0,0.0,
8981,2026-06-30,L0028,juvenil;novela negra;historica,Fisico,Infantil,Central,7.0,0,0.0,
9513,2026-07-07,L0044,novela negra;historica,Ebook,Adulto,Central,7.0,2,0.0,
45,2026-01-17,L0028,juvenil;novela negra;historica,Fisico,Senior,Barrio Norte,21.0,0,16.0,
3940,2026-04-09,L0016,historica,Fisico,Adulto,Central,14.0,1,12.0,"Muy solicitado, hay lista de espera"
8695,26-06-26,L0103,romantica;fantasia,Ebook,Senior,Barrio Sur,30.0,0,0.0,
4685,2026-04-22,L0041,terror;biografia,Ebook,Infantil,Barrio Sur,14.0,1,0.0,Paginas subrayadas a lapiz
4320,2026-04-16,L0032,poesia;novela negra,Ebook,Adulto,Barrio Norte,30.0,1,0.0,
2966,2026-03-21,L0093,historica;fantasia,Fisico,Infantil,Central,14.0,0,,
3970,2026-04-09,L0096,juvenil;ensayo;ciencia ficcion,Ebook,Adulto,BARRIO SUR,14.0,1,0.0,
1188,12/02/2026,L0102,romantica;novela negra;fantasia,Fisico,Infantil,Central,21.0,0,0.0,
285,2026-01-23,L0024,novela negra;biografia,Fisico,,Barrio Norte,30.0,2,8.0,
8943,2026-06-29,L0103,romantica;fantasia,Ebook,Adulto,Central,7.0,0,0.0,
4160,2026-04-12,L0010,ensayo;novela negra,Fisico,Adulto,Central,7.0,1,0.0,
3093,2026-03-24,L0097,juvenil;historica;novela negra,Fisico,Adulto,Central,21.0,1,15.0,
4557,20-04-26,L0072,poesia;biografia;fantasia,Ebook,Infantil,Central,7.0,1,0.0,"Muy solicitado, hay lista de espera"
6951,2026-05-29,L0048,historica;ensayo,Fisico,Infantil,Barrio Norte,30.0,0,0.0,
4324,16/04/2026,L0088,biografia,Fisico,Adulto,Barrio Norte,7.0,0,0.0,Le falta la sobrecubierta
9680,2026-07-10,L0022,biografia;poesia,Fisico,Infantil,Barrio Sur,30.0,0,4.0,
5419,2026-05-04,L0004,poesia;ensayo,Audiolibro,Adulto,Barrio Sur,30.0,0,0.0,
3365,29-03-26,L0021,historica;biografia;ciencia ficcion,Fisico,Senior,Barrio Norte,14.0,1,0.0,
7764,2026-06-11,L0014,historica,Fisico,Adulto,Barrio Sur,21.0,1,5.0,
3196,2026-03-26,L0200,ciencia ficcion;fantasia;terror,Fisico,Adulto,Barrio Sur,14.0,1,0.0,
5228,2026-05-01,L0006,biografia;historica;poesia,Audiolibro,Adulto,Barrio Norte,30.0,0,0.0,
970,2026-02-08,L0113,romantica;biografia,Fisico,Senior,Central,21.0,1,0.0,Devuelto en perfecto estado
3735,05-04-26,L0041,terror;biografia,Fisico,Senior,barrio sur,14.0,0,0.0,
926,07/02/2026,L0109,ensayo;poesia;terror,Ebook,Adulto,Barrio Norte,14.0,0,0.0,
9569,08-07-26,L0151,historica;novela negra,Fisico,Senior,Central,30.0,0,13.0,devuelto en perfecto estado
9173,03-07-26,L0034,novela negra;terror,Fisico,Infantil,Central,21.0,1,0.0,
9375,2026-07-05,L0047,ciencia ficcion;novela negra;romantica,Ebook,Adulto,Barrio Norte,30.0,0,0.0,
2852,19/03/2026,L0076,ensayo;terror;poesia,Ebook,Infantil,Central,30.0,0,0.0,
5274,2026-05-02,L0033,ciencia ficcion;fantasia;romantica,Fisico,Adulto,Barrio Sur,21.0,0,33.0,"Muy solicitado, hay lista de espera"
6250,2026-05-19,L0024,novela negra;biografia,Audiolibro,Infantil,Barrio Sur,14.0,0,0.0,El socio pide renovar otra vez
8935,29/06/2026,L0080,ciencia ficcion,Ebook,Infantil,Central,30.0,1,0.0,
9265,2026-07-04,L0034,novela negra;terror,Fisico,Infantil,Barrio Sur,14.0,0,3.0,
4472,2026-04-18,L0062,ciencia ficcion;novela negra,Ebook,Infantil,Barrio Sur,14.0,0,0.0,
5240,2026-05-01,L0151,HISTORICA;NOVELA NEGRA,Audiolibro,Infantil,Central,21.0,0,0.0,PAGINAS SUBRAYADAS A LAPIZ
4349,2026-04-16,L0002,fantasia,Fisico,Adulto,Central,14.0,0,0.0,
8037,2026-06-15,L0005,poesia,Fisico,Infantil,Central,30.0,0,28.0,
3627,2026-04-03,L0056,ensayo;poesia,Fisico,Adulto,Central,14.0,0,5.0,
1790,2026-02-24,L0057,ROMANTICA,Fisico,Adulto,Barrio Sur,21.0,2,4.0,"  Muy solicitado, hay lista de espera "
8359,20-06-26,L0055,poesia,Ebook,Adulto,Barrio Sur,30.0,1,0.0,
2060,2026-03-02,L0013,terror;poesia;ensayo,Fisico,Adulto,Central,14.0,2,1.0,
4014,2026-04-10,L0042,ciencia ficcion,Audiolibro,Senior,central,30.0,0,0.0,Paginas subrayadas a lapiz
1903,2026-02-27,L0062,ciencia ficcion;novela negra,Fisico,Infantil,Barrio Sur,7.0,0,10.0,
8130,16/06/2026,L0044,novela negra;historica,Fisico,Infantil,Central,30.0,0,0.0,
7045,2026-05-31,L0193,ciencia ficcion;biografia,Fisico,Adulto,Barrio Sur,21.0,0,6.0,
76,17/01/2026,L0052,poesia;ensayo,Fisico,Infantil,Central,30.0,0,0.0,
2346,2026-03-08,L0102,romantica;novela negra;fantasia,Fisico,Senior,Barrio Sur,30.0,0,0.0,
8150,17/06/2026,L0079,juvenil;historica,Fisico,Senior,BARRIO NORTE,7.0,2,0.0,
431,26/01/2026,L0028,juvenil;novela negra;historica,Fisico,Senior,Central,7.0,0,"12,0 dias",Devuelto en perfecto estado
4587,2026-04-20,L0165,terror;fantasia,Fisico,Adulto,Barrio Norte,14.0,1,8.0,
6486,2026-05-22,L0009,historica;ciencia ficcion,Fisico,Adulto,Barrio Sur,14.0,0,0.0,
8926,2026-06-29,L0043,romantica;fantasia,Audiolibro,Senior,Barrio Norte,14.0,0,0.0,
8238,2026-06-18,L0014,historica,Ebook,Infantil,Central,14.0,0,0.0,
7303,2026-06-04,L0027,poesia;fantasia;historica,Fisico,Adulto,Barrio Sur,21.0,0,0.0,
1554,2026-02-20,L0042,ciencia ficcion,Fisico,Senior,Barrio Sur,30.0,2,2.0,
241,2026-01-22,L0060,juvenil;terror,Fisico,Adulto,Barrio Norte,14.0,0,0.0,
784,2026-02-03,L0033,ciencia ficcion;fantasia;romantica,Fisico,Adulto,Barrio Norte,14.0,1,6.0,
